channel_entity_id,channel_entity_type,channel_name,channel_number,super_category_term,category_term,channel_description,channel_image_url,player_landing_page
9a32cb1d-e158-5f34-79be-cbeaca00cd11,channel-linear,FOX Business,113,News,News/Public Radio,FOX Business Simulcast,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNWMvNWM1ODdmNDA5OGRkNDdlYTMxOWQzMGZmYmQyNDZiMDlfMTY5OTM3NTc4MS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/9a32cb1d-e158-5f34-79be-cbeaca00cd11
5f8894e9-d615-21d0-a114-ecd08e7fa75c,channel-linear,FOX News Channel,114,News,News/Public Radio,FOX News Simulcast,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYWIvYWJjOTA1NzcxNjEwN2VkOWRmYzhjMzAyYzZiMzBjYzFfMTY5OTM3NTg3OS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/5f8894e9-d615-21d0-a114-ecd08e7fa75c
f4a5f723-128d-c383-1787-291d52f47020,channel-linear,FOX News Headlines 24/7,115,News,News/Public Radio,"FOX News Headlines, 24/7",https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZTEvZTE1ZDUyOGNjM2E2OGUyNGJkYWZjMTk3OTZkMmZmYzRfMTY5OTM3NTk5OC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/f4a5f723-128d-c383-1787-291d52f47020
3c7b2421-7ce4-0ecb-bc70-7f60f15d3d29,channel-linear,CNN,116,News,News/Public Radio,CNN Simulcast,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNWMvNWM2MmFjNDFmNDg2Yzc0OGE2YzU1MmI1Yzk0ZmQxMjFfMTczOTIwMzIxNy5wbmciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/3c7b2421-7ce4-0ecb-bc70-7f60f15d3d29
607c8262-bded-f7ce-97e7-2fb04457ce81,channel-linear,Sports 117,117,Sports,Other Play-by-Play,Sports Play-by-Play,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8wYS8wYTI5YThkZDZmMDYzNGZmOTZiYjU1MWI1OGJlYmY0NF8xNzQ1NDE5OTY5LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/607c8262-bded-f7ce-97e7-2fb04457ce81
95bffee3-e903-ca28-6332-1b94f41a8962,channel-linear,MS NOW,118,News,News/Public Radio,MS NOW simulcast,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9lMS9lMWJjOTE0YzYxZDczNTVmYjgxYmRhOTlhYTFhOTlkZF8xNzYzMjEwNDE0LnBuZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/95bffee3-e903-ca28-6332-1b94f41a8962
6c3df863-db7b-74c4-49c8-c2b202f3ffdf,channel-linear,PRX Remix,119,News,News/Public Radio,Independent Public Radio,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYjAvYjBmNmZhMzNkOTZhZjI0NDA2ZmVjYjc1MGZhM2E0ZjFfMTY5OTM3NTgzNi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/6c3df863-db7b-74c4-49c8-c2b202f3ffdf
93c1c9bd-3403-392c-9ae7-ae292b8bb052,channel-linear,BBC World Service,120,News,News/Public Radio,World News,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9jNy9jN2I3ODg0ZTA5OWMzMDIzYTcxNzMyZjM1MzE3OTFjZF8xNzU2NDEwNjY3LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/93c1c9bd-3403-392c-9ae7-ae292b8bb052
27adcf33-1681-9f00-2461-2129a2471abf,channel-linear,Bloomberg Radio,121,News,News/Public Radio,Business news,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYjMvYjNlYmRiZmYwMzNhZmQ3NTc2OTExYjA1MzgzMTE0YjhfMTcyNDcwNjI2NS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/27adcf33-1681-9f00-2461-2129a2471abf
22b6d419-0bc3-31f7-c9dd-53ca6c673d8c,channel-linear,NPR Now,122,News,News/Public Radio,NPR News & Conversation,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8yNy8yN2MwZTBjN2EzYzEzODFjOGQ1ZWEzMDFhNGQyNmIwOF8xNzQwNTgzNzg1LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/22b6d419-0bc3-31f7-c9dd-53ca6c673d8c
bf022b5f-a52e-564e-c35b-4211126df403,channel-linear,Triumph,123,Talk,Entertainment,"Dr. Laura, Nancy Grace & more",https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9kNy9kNzFhZjM2YWYwMWUzM2VkYTE3ODRlNjFjZTA1NDYxZF8xNzUzODA2ODI2LnBuZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/bf022b5f-a52e-564e-c35b-4211126df403
43993462-1c73-efb8-29e5-0c4652cf8e4f,channel-linear,POTUS Politics,124,Talk,Politics/Issues,Politics from all perspectives,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9jNi9jNmJiNDg2ZTllNDEzYzY4YjhjYWNjZDAwYzBkNzZjMF8xNzUzODE3MzE5LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/43993462-1c73-efb8-29e5-0c4652cf8e4f
6739babb-7975-e60e-1835-fbacd4bbd855,channel-linear,SiriusXM Patriot,125,Talk,Politics/Issues,Conservative talk,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMmMvMmM1NTM2MmJmYWNmY2Y2YmZkODIxODRkNTBmMDlmNGRfMTY5OTM3NTc2MS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/6739babb-7975-e60e-1835-fbacd4bbd855
fb5bc33e-a51e-d1dd-d547-3d80e0b8324c,channel-linear,SiriusXM Urban View,126,Talk,Politics/Issues,Talk that empowers,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZjcvZjdlODcyNmE4OGQ1OWYyNjhiMDc2NzM0MGQ4NWRjNDRfMTY5OTM3NTcxMy5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/fb5bc33e-a51e-d1dd-d547-3d80e0b8324c
fb452ece-ac0c-2236-780a-d85c72fbcc88,channel-linear,SiriusXM Progress,127,Talk,Politics/Issues,Progressive politics,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMWQvMWRhZmM2YWIxZjlhY2ZlYzg3NjYwY2FlNzUwMWM2MjBfMTY5OTM3NjA1NC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/fb452ece-ac0c-2236-780a-d85c72fbcc88
635c7928-8df7-5677-c92a-4492be0d3bd8,channel-linear,Joel Osteen Radio,128,Talk,Entertainment,Messages of hope,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vOGQvOGRmMjMwNjMzNzEwNGEyNDFkYmJlYTQzZjhmM2FjODBfMTY5OTM3NTcyNC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/635c7928-8df7-5677-c92a-4492be0d3bd8
88c59be1-adab-d9c1-ee63-05fdef54f094,channel-linear,The Catholic Channel,129,Talk,Religion,Talk for saints & sinners,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8yNS8yNTE3NDQ2ODc0NDYzN2NjYjA1NjJjN2I5ZWM3ZDgzZV8xNzQ3NjYyNzQ3LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/88c59be1-adab-d9c1-ee63-05fdef54f094
2692983c-1779-bca2-800c-76b8dd988ae8,channel-linear,EWTN Radio,130,Talk,Religion,Solid Catholic talk,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNjYvNjYwZGU3ODI2YTA5ZGI0Yzc4M2FiZTA2NDMxNTExYmJfMTY5OTM3NjA1My5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/2692983c-1779-bca2-800c-76b8dd988ae8
a078936b-043a-868c-3def-233ac0e49853,channel-linear,Family Talk,131,Talk,Religion,Christian talk radio,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMjUvMjVkMzY5ZTAwYTNlMGRlYjhjN2YzNmI5NGJkNTIyODdfMTY5OTM3NTQ0NC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/a078936b-043a-868c-3def-233ac0e49853
9737bbee-364f-05f9-fe3f-392bbbf61850,channel-linear,Business Radio,132,Talk,Entertainment,"Your business, money & life",https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYWUvYWVhOGY2MDNkZDdlZTA0NzIzYTQ0MzZhNjZmYThhZGVfMTY5OTM3NTcxNy5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/9737bbee-364f-05f9-fe3f-392bbbf61850
95cf8bf1-fc4e-76b9-ac2a-617dca0325e7,channel-linear,Disney Hits,133,Music,Family,The happiest channel on Earth,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8wYy8wYzRmOTViOWVjZDgzMWE5OTAxMjU3Y2RlZDQ1YTEyZF8xNzU5OTgyNDQ1LnBuZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/95cf8bf1-fc4e-76b9-ac2a-617dca0325e7
5d6347dd-ce61-9b85-c1d9-70a82209b02e,channel-linear,Kids Place,134,Music,Family,Family-friendly music & more,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9jOS9jOWFjZTJmYTg0YTUzYzJmYmU5MTY4YzlkZDBkYWFhNV8xNzY2MTY1MDM0LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/5d6347dd-ce61-9b85-c1d9-70a82209b02e
d8a071ae-c656-bbdb-a4ec-cbc1d71b2740,channel-linear,KIDZ BOP Radio,135,Music,Family,Pop hits sung by kids for kids,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9lYi9lYjcxMmZmZWRjYmIzMWM3YjViNTgxYzY3N2IwYWM0Y18xNzUzOTg5NDE0LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/d8a071ae-c656-bbdb-a4ec-cbc1d71b2740
3f21599e-f0e6-54f9-dbf2-6122bef705ad,channel-linear,CoComelon & Friends,136,Music,Family,"Laugh, learn & grow w/ Moonbug",https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi83My83MzVjMGEyNTY5ODYzNGZiOTg5MGU1OWQ5YTI2Mzk0Ml8xNzY5NjM0NDUwLmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/3f21599e-f0e6-54f9-dbf2-6122bef705ad
8a8c1985-9f45-6a05-73fa-347ec377da20,channel-linear,Sports 137,137,Sports,Other Play-by-Play,Sports Play-by-Play,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi85Ni85Njc5ZDFhYjEwN2MzZTNjYjVhMjg0ZDE0ZGI5NDkxNV8xNzQ1NDE5OTY2LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/8a8c1985-9f45-6a05-73fa-347ec377da20
2d5ae44e-8b8c-0472-d109-a18f09e076b5,channel-linear,Sports 138,138,Sports,Other Play-by-Play,Sports Play-by-Play,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi84Ny84Nzg3YmJkZjMxNWYzYzUxODEyNjE3MGQzMTU3ZDM4N18xNzQ1NDE5OTY1LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/2d5ae44e-8b8c-0472-d109-a18f09e076b5
aed2b89f-1a2c-8a8a-9601-378ddeb43adb,channel-linear,Sports 139,139,Sports,Other Play-by-Play,Sports Play-by-Play,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi8yMi8yMjdlM2MwZGViNDgzZjQ5OGQwZThkMDFjZmRmNDM5Zl8xNzQ1NDE5OTU3LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/aed2b89f-1a2c-8a8a-9601-378ddeb43adb
87dba34f-e68a-f241-bc4d-34647f1a61c9,channel-linear,Holy Culture Radio,140,Music,Canada & More,Christian hip-hop music & talk,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMTAvMTAyOTU2NDcyOWEzMzA4YzY5NGM0ZTIwNDRlNzg0M2NfMTY5OTM3NjA2NC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/87dba34f-e68a-f241-bc4d-34647f1a61c9
15c78a20-48ff-41f2-aa4e-d0da15455c24,channel-linear,HUR Voices,141,Talk,More Talk,"HUR Voices, for the people",https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMWYvMWY1MzNiZDE1YzFlYWQxYzhjMTZiNmIxMWY3ZmRiOTJfMTY5OTM3NTIyNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/15c78a20-48ff-41f2-aa4e-d0da15455c24
8261e004-8a69-47cd-317a-bcf1fbb05bca,channel-linear,HBCU,142,Talk,More Talk,HBCU excellence in education,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYmQvYmRjY2U1MzRjYTQ1NmQ4MTQ0YTA3YjRlZmI3MDJiNTBfMTY5OTM3NTU0Ni5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/8261e004-8a69-47cd-317a-bcf1fbb05bca
ffbdc12f-4ed9-0896-af68-a1353b5f0b7b,channel-linear,BYUradio,143,Talk,More Talk,Together,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vOGQvOGQ2NDRhOTc5MTU0ZTdhMWJjODA4ZGZhNDEyNzcxYTFfMTY5OTM3NTk0MC5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/ffbdc12f-4ed9-0896-af68-a1353b5f0b7b
bf819115-9d0d-c4fe-3f2b-bec9cb58ee9e,channel-linear,Korea Today,144,Talk,More Talk,Korean Music & News,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vMGIvMGI4NTFjOGRjMDQxMGIxOThjMjkxM2U4MjAyNzUxMGZfMTY5OTM3NTMyNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/bf819115-9d0d-c4fe-3f2b-bec9cb58ee9e
51c76a31-795d-1cac-bc97-bf11b9fb72b4,channel-linear,SLAM Radio,145,Talk,More Talk,Sports and entertainment talk,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9iNy9iNzczZjc0ZmZhOTkzMTlhODQxYjAzOWVhMmQzM2U5N18xNzUyMTc3MTc5LmpwZWciLCJlZGl0cyI6W3siZm9ybWF0Ijp7InR5cGUiOiJqcGVnIn19LHsicmVzaXplIjp7IndpZHRoIjo2MDAsImhlaWdodCI6NjAwfX1dfQ==,https://www.siriusxm.com/player/channel-linear/entity/51c76a31-795d-1cac-bc97-bf11b9fb72b4
01305215-db22-2cdc-7eaf-ca12c60a2643,channel-linear,Road Dog Trucking,146,Talk,Entertainment,Trucking news and talk,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vZjcvZjcxMGE1NzY3NjFlOTQ2MjhlZTQzOTUwMzVlYWIwNjdfMTY5OTM3NTMwNS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/01305215-db22-2cdc-7eaf-ca12c60a2643
691c32ca-de5c-49c2-fa10-e2c2fc83ed21,channel-linear,RURAL Radio,147,News,News/Public Radio,Ag news & rural lifestyle,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi80My80MzBmMmRmZTRiZDgzMGNmODY1YjA1ZmIxODg2YzFmYV8xNzcyNTQ3NTU1LnBuZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/691c32ca-de5c-49c2-fa10-e2c2fc83ed21
6ce53b6e-fef9-ab81-e5e3-1e100e8a5e84,channel-linear,Radio Classics,148,Talk,Entertainment,Classic radio dramas & comedy,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vNmMvNmNjOTM3MDczM2FhY2QxNWIzOTNjOGNmNzUwZjc5MjNfMTcyMjk4NTQxNi5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/6ce53b6e-fef9-ab81-e5e3-1e100e8a5e84
ab3ef743-4a2d-f67b-ea13-283843b3cfb5,channel-linear,Escape,149,Music,Jazz/Standards/Classical,24/7 easy listening music,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vOGYvOGY1YWM0OTU5NzYwM2Q1YzkyMzE4NjMwMmYxMWExMWZfMTY5OTM3NTk2My5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/ab3ef743-4a2d-f67b-ea13-283843b3cfb5
8a38c48f-9f99-17ce-8a62-435eecf51ab0,channel-linear,Bill Gaither's enLighten,150,Music,Christian,Southern gospel,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9iMy9iMzg4YzQwNmNhNjkzMGNiYTNhZDg0MGFmN2I5OGEyYl8xNzY1OTQ3NjA0LmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/8a38c48f-9f99-17ce-8a62-435eecf51ab0
d17d9b5a-2577-1241-b7f0-efac03348b78,channel-linear,Hits Uno,151,Music,Latino,Today's Latin hits (explicit),https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vYzUvYzU3MGIzMzZiMGU5MmJlZjQ0ZTQ5NGJiMjkxMzU4YTFfMTczMjAzOTk2OS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/d17d9b5a-2577-1241-b7f0-efac03348b78
53b80144-2cb1-e723-07fd-6b164434b186,channel-linear,Caliente,152,Music,Latino,Tropical Latin hits,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vODUvODVmMWY4MzMyYjRjMGJjZDlhNGE5YmQzZDRjZWEzYjdfMTY5OTM3NTU5NS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/53b80144-2cb1-e723-07fd-6b164434b186
23771c8c-4631-0fa1-2038-b793bc7e404b,channel-linear,Águila,153,Music,Latino,Regional Mexican music,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJpZi9hMi9hMjkwN2MzN2ViZDAzYWE1OThhMTc3MmZjODI2NWU1OV8xNzU4MzIxODEyLmpwZyIsImVkaXRzIjpbeyJmb3JtYXQiOnsidHlwZSI6ImpwZWcifX0seyJyZXNpemUiOnsid2lkdGgiOjYwMCwiaGVpZ2h0Ijo2MDB9fV19,https://www.siriusxm.com/player/channel-linear/entity/23771c8c-4631-0fa1-2038-b793bc7e404b
1a649e3b-6686-77fc-6ccb-7184feb7bd85,channel-linear,En Vivo,154,Music,Latino,Where Latin music is born,https://imgsrv-sxm-prod-device.streaming.siriusxm.com/eyJrZXkiOiJhZW0vY2MvY2MxN2EyYjhkZjY2OTYwMzU3NGU4NmUwMGRkZGJlNDFfMTY5OTM3NTg0MS5qcGVnIiwiZWRpdHMiOlt7ImZvcm1hdCI6eyJ0eXBlIjoianBlZyJ9fSx7InJlc2l6ZSI6eyJ3aWR0aCI6NjAwLCJoZWlnaHQiOjYwMH19XX0=,https://www.siriusxm.com/player/channel-linear/entity/1a649e3b-6686-77fc-6ccb-7184feb7bd85
