channel_entity_id,channel_entity_type,channel_name,channel_number,super_category_term,category_term,genre_entity_id,genre_entity_name,channel_description,channel_image_url,player_landing_page,score
95cf8bf1-fc4e-76b9-ac2a-617dca0325e7,channel-linear,Disney Hits,133,Music,Family,6ba0d57b-07f0-4f05-a2d8-740fcac32ff8,Family & Kids,The happiest channel on Earth,if/0c/0c4f95b9ecd831a9901257cded45a12d_1759982445.png,https://www.siriusxm.com/player/channel-linear/entity/95cf8bf1-fc4e-76b9-ac2a-617dca0325e7,1
d8a071ae-c656-bbdb-a4ec-cbc1d71b2740,channel-linear,KIDZ BOP Radio,135,Music,Family,6ba0d57b-07f0-4f05-a2d8-740fcac32ff8,Family & Kids,Pop hits sung by kids for kids,if/eb/eb712ffedcbb31c7b5b581c677b0ac4c_1753989414.jpg,https://www.siriusxm.com/player/channel-linear/entity/d8a071ae-c656-bbdb-a4ec-cbc1d71b2740,0.5351009183888652
834383dd-9a7e-d59e-81a2-dd13e0377af2,channel-linear,SiriusXM Chill,55,Music,Dance/Electronic,6bdecae4-c0e6-4447-a26a-f80c9f34b29f,Dance & Electronic,Downtempo & deep house beats,aem/5a/5a94e89952351221c9a2c46400cbfb23_1712676478.jpeg,https://www.siriusxm.com/player/channel-linear/entity/834383dd-9a7e-d59e-81a2-dd13e0377af2,1
6adef1b5-d812-9c10-7c6c-f05af4e27077,channel-linear,BPM,52,Music,Dance/Electronic,6bdecae4-c0e6-4447-a26a-f80c9f34b29f,Dance & Electronic,The beat drops here,aem/90/90f4fcc89c476a7e624837a4cb6eb713_1732039942.jpeg,https://www.siriusxm.com/player/channel-linear/entity/6adef1b5-d812-9c10-7c6c-f05af4e27077,0.6932633596939359
269497e4-7f91-377d-0940-6b9f027b5b3b,channel-xtra,The Sleep Channel,1211,Music,Relax,769576b0-97c6-4b74-9979-1c35c34619c5,Sleep,Ambient music & sleep sounds,aem/ec/ece7dd9134f0b32a9f8a20bd92fd5ada_1699375401.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/269497e4-7f91-377d-0940-6b9f027b5b3b,1
906e5792-c7fe-5ea8-90f0-002dcfaa34fe,channel-xtra,Classical for Sleep,1247,Music,Relax,769576b0-97c6-4b74-9979-1c35c34619c5,Sleep,Slow & serene classical music,aem/44/447d47185af32edae81a45d716f6711f_1731946406.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/906e5792-c7fe-5ea8-90f0-002dcfaa34fe,0.41430705549053
7a642de7-c33f-a628-efb2-3d94a829d17b,channel-linear,Classic Rewind,25,Music,Rock,7b4103be-57b9-4c22-9e79-e20659bb5542,Classic Rock,70s/80s classic rock,aem/69/69d2c32f61070fd46c67474d5c5293a2_1714150732.jpeg,https://www.siriusxm.com/player/channel-linear/entity/7a642de7-c33f-a628-efb2-3d94a829d17b,1
1898923d-071d-0abd-1a62-ed0d2702d4f1,channel-linear,The Bridge,14,Music,Rock,7b4103be-57b9-4c22-9e79-e20659bb5542,Classic Rock,Mellow classic rock,aem/81/81065708fd0c2908bf9b9418b9e16840_1699375797.jpeg,https://www.siriusxm.com/player/channel-linear/entity/1898923d-071d-0abd-1a62-ed0d2702d4f1,0.8415411345965009
9150cc82-af5c-3be3-d170-0e81d87375a8,channel-linear,Yacht Rock Radio,15,Music,Pop,7b4103be-57b9-4c22-9e79-e20659bb5542,Classic Rock,70s/80s smooth-sailing soft rock,if/96/9672abd990a03979a8f36d48efa00ae0_1753979587.jpg,https://www.siriusxm.com/player/channel-linear/entity/9150cc82-af5c-3be3-d170-0e81d87375a8,0.805540160114416
5ad8659a-414a-9e26-b973-f5a229d788dd,channel-linear,Classic Vinyl,26,Music,Rock,7b4103be-57b9-4c22-9e79-e20659bb5542,Classic Rock,Early vinyl classic rock,aem/e8/e8d8a8c47fcc1763b8af5620a0b53fe4_1699375250.jpeg,https://www.siriusxm.com/player/channel-linear/entity/5ad8659a-414a-9e26-b973-f5a229d788dd,0.7713560676034099
ffd94bb6-5368-67ae-91be-5b2bababeca0,channel-linear,The Highway,56,Music,Country,80200e3f-1c13-41e7-8ed4-0c517f37fef9,Country,Next generation country music,if/41/41540739bbfc3710b8643887541fffbe_1768405613.png,https://www.siriusxm.com/player/channel-linear/entity/ffd94bb6-5368-67ae-91be-5b2bababeca0,1
d3253c66-e1e1-331b-02e6-71580c33791b,channel-linear,Y2Kountry,57,Music,Country,80200e3f-1c13-41e7-8ed4-0c517f37fef9,Country,"2000s country, so far",aem/e2/e22069d6e20af74f9ad616ddb535c6e2_1722985463.jpeg,https://www.siriusxm.com/player/channel-linear/entity/d3253c66-e1e1-331b-02e6-71580c33791b,0.3969039992588005
ffd94bb6-5368-67ae-91be-5b2bababeca0,channel-linear,The Highway,56,Music,Country,8c124dc1-d4ec-4e78-87f5-f4c9124f3afe,Today's Hits,Next generation country music,if/41/41540739bbfc3710b8643887541fffbe_1768405613.png,https://www.siriusxm.com/player/channel-linear/entity/ffd94bb6-5368-67ae-91be-5b2bababeca0,1
c2e3e686-93a6-5d22-c818-6d8ea63bcc7c,channel-linear,The Message,65,Music,Christian,8c124dc1-d4ec-4e78-87f5-f4c9124f3afe,Today's Hits,Contemporary Christian music,aem/ac/ac11e1c7350f5c86f3fde15b3bed8726_1699375635.jpeg,https://www.siriusxm.com/player/channel-linear/entity/c2e3e686-93a6-5d22-c818-6d8ea63bcc7c,0.45440925348536837
4764f6a7-71ec-f20c-bc8f-3ccb75776fba,channel-xtra,Classic Rock Workout,1033,Music,Workout,93722e6d-ca40-4714-8a17-da27b9981794,Workout,High-energy classic rock hits,aem/a3/a3d4b764e9b19f27e3fa26005f0caf2a_1699375767.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/4764f6a7-71ec-f20c-bc8f-3ccb75776fba,1
6c535597-8e2b-5b54-968a-10cad277f43b,channel-linear,SoulCycle Radio,704,Music,Pop,93722e6d-ca40-4714-8a17-da27b9981794,Workout,Music to energize your soul,aem/3e/3e57d7ca062bc81bd9d426639271814e_1699375547.jpeg,https://www.siriusxm.com/player/channel-linear/entity/6c535597-8e2b-5b54-968a-10cad277f43b,0.5821306444641181
3bf1a125-c0a3-e164-4910-638175ad698d,channel-xtra,Turbo Workout,1057,Music,Workout,93722e6d-ca40-4714-8a17-da27b9981794,Workout,90s/00s gym rock (explicit),aem/3f/3f5ac0bb08b7ae8502a6a9a6750894cf_1699375725.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/3bf1a125-c0a3-e164-4910-638175ad698d,0.5780187376230386
5f8894e9-d615-21d0-a114-ecd08e7fa75c,channel-linear,FOX News Channel,114,News,News/Public Radio,9abff2e5-762a-44fb-a683-2773b899ca5d,News & Politics,FOX News Simulcast,aem/ab/abc9057716107ed9dfc8c302c6b30cc1_1699375879.jpeg,https://www.siriusxm.com/player/channel-linear/entity/5f8894e9-d615-21d0-a114-ecd08e7fa75c,1
95bffee3-e903-ca28-6332-1b94f41a8962,channel-linear,MS NOW,118,News,News/Public Radio,9abff2e5-762a-44fb-a683-2773b899ca5d,News & Politics,MS NOW simulcast,if/e1/e1bc914c61d7355fb81bda99aa1a99dd_1763210414.png,https://www.siriusxm.com/player/channel-linear/entity/95bffee3-e903-ca28-6332-1b94f41a8962,0.3798705394529924
1898923d-071d-0abd-1a62-ed0d2702d4f1,channel-linear,The Bridge,14,Music,Rock,9adc7a68-1299-4fb5-a98d-1c59ec63f8c8,70s,Mellow classic rock,aem/81/81065708fd0c2908bf9b9418b9e16840_1699375797.jpeg,https://www.siriusxm.com/player/channel-linear/entity/1898923d-071d-0abd-1a62-ed0d2702d4f1,1
5ad8659a-414a-9e26-b973-f5a229d788dd,channel-linear,Classic Vinyl,26,Music,Rock,9adc7a68-1299-4fb5-a98d-1c59ec63f8c8,70s,Early vinyl classic rock,aem/e8/e8d8a8c47fcc1763b8af5620a0b53fe4_1699375250.jpeg,https://www.siriusxm.com/player/channel-linear/entity/5ad8659a-414a-9e26-b973-f5a229d788dd,1
95d4d8ef-55e4-8337-78f1-2fda944991d8,channel-linear,70s on 7,7,Music,Pop,9adc7a68-1299-4fb5-a98d-1c59ec63f8c8,70s,The biggest & best 70s pop,aem/5a/5a517db9503f20edb5c7236dcff075de_1732039953.jpeg,https://www.siriusxm.com/player/channel-linear/entity/95d4d8ef-55e4-8337-78f1-2fda944991d8,1
9150cc82-af5c-3be3-d170-0e81d87375a8,channel-linear,Yacht Rock Radio,15,Music,Pop,9adc7a68-1299-4fb5-a98d-1c59ec63f8c8,70s,70s/80s smooth-sailing soft rock,if/96/9672abd990a03979a8f36d48efa00ae0_1753979587.jpg,https://www.siriusxm.com/player/channel-linear/entity/9150cc82-af5c-3be3-d170-0e81d87375a8,1
bda81f03-f231-d4db-56ad-40cb132c5663,channel-linear,The Blend,16,Music,Pop,9adc7a68-1299-4fb5-a98d-1c59ec63f8c8,70s,Nice & easy 70s & 80s pop,aem/3e/3e010d614577d42064a57d0ce72e0118_1699375604.jpeg,https://www.siriusxm.com/player/channel-linear/entity/bda81f03-f231-d4db-56ad-40cb132c5663,0.7712975123734368
7a642de7-c33f-a628-efb2-3d94a829d17b,channel-linear,Classic Rewind,25,Music,Rock,b92eb966-b242-479c-92a4-3aa222c52871,80s,70s/80s classic rock,aem/69/69d2c32f61070fd46c67474d5c5293a2_1714150732.jpeg,https://www.siriusxm.com/player/channel-linear/entity/7a642de7-c33f-a628-efb2-3d94a829d17b,1
9150cc82-af5c-3be3-d170-0e81d87375a8,channel-linear,Yacht Rock Radio,15,Music,Pop,b92eb966-b242-479c-92a4-3aa222c52871,80s,70s/80s smooth-sailing soft rock,if/96/9672abd990a03979a8f36d48efa00ae0_1753979587.jpg,https://www.siriusxm.com/player/channel-linear/entity/9150cc82-af5c-3be3-d170-0e81d87375a8,0.805540160114416
2ea07147-a720-ed0c-d4ce-d7bddd1640d3,channel-linear,80s on 8,8,Music,Pop,b92eb966-b242-479c-92a4-3aa222c52871,80s,Pop hits from the MTV era,aem/07/075dec8de68b7e0505f23b4925a16822_1699375895.jpeg,https://www.siriusxm.com/player/channel-linear/entity/2ea07147-a720-ed0c-d4ce-d7bddd1640d3,0.7983108071136599
32566352-8e68-80f8-fe11-3f9715b63876,channel-linear,Prime Country,58,Music,Country,b92eb966-b242-479c-92a4-3aa222c52871,80s,80s & 90s country classics,aem/2d/2db8cd9cbbaa9ad75b7981ed6528495c_1707515753.jpeg,https://www.siriusxm.com/player/channel-linear/entity/32566352-8e68-80f8-fe11-3f9715b63876,0.6886751307945397
bda81f03-f231-d4db-56ad-40cb132c5663,channel-linear,The Blend,16,Music,Pop,b92eb966-b242-479c-92a4-3aa222c52871,80s,Nice & easy 70s & 80s pop,aem/3e/3e010d614577d42064a57d0ce72e0118_1699375604.jpeg,https://www.siriusxm.com/player/channel-linear/entity/bda81f03-f231-d4db-56ad-40cb132c5663,0.6301907072822488
b603ee62-cf5b-bbb5-1abf-e7169adf25aa,channel-linear,Dateline 24/7,107,Talk,Entertainment,c39c25bc-60d8-4289-9e08-dd6137b76b64,True Crime,"Listen to Dateline, 24/7",aem/fc/fc18028bd02280f3050dc1b9e464f525_1756822213.jpeg,https://www.siriusxm.com/player/channel-linear/entity/b603ee62-cf5b-bbb5-1abf-e7169adf25aa,1
168f7e19-b4a0-0cce-46b5-54d7f127e7e7,channel-linear,Crime Junkie Radio,788,null,null,c39c25bc-60d8-4289-9e08-dd6137b76b64,True Crime,24/7 true crime,aem/57/57f64d1c4ca547567c4cea2ce4aa4462_1737577179.jpeg,https://www.siriusxm.com/player/channel-linear/entity/168f7e19-b4a0-0cce-46b5-54d7f127e7e7,0.15147842198360875
38dccb7c-6e3c-1473-d0db-0b3b8b999707,channel-linear,Siriusly Sinatra,70,Music,Jazz/Standards/Classical,c57eefe8-55e9-43c2-9e64-517fcd0585f6,Standards,Standards by Sinatra & more,aem/21/217de62000134604b8447ca5070e3070_1699375938.jpeg,https://www.siriusxm.com/player/channel-linear/entity/38dccb7c-6e3c-1473-d0db-0b3b8b999707,1
3a7d57c7-1241-38bf-0aca-e4e82462fa4e,channel-xtra,Perfectly Frank,1216,Music,All Xtra,c57eefe8-55e9-43c2-9e64-517fcd0585f6,Standards,24/7 Frank Sinatra music,aem/23/23657aab91e8af3624f2d6aeeac0a35a_1699375973.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/3a7d57c7-1241-38bf-0aca-e4e82462fa4e,0.3041541791490196
6567f2ee-4d7a-cd6d-3402-55ed6089cd0c,channel-linear,60s Gold,73,Music,Pop,c7c68b4e-f482-4ec8-abaa-874acca0ad8d,60s,"60s pop, soul and rock & roll",if/bd/bd07ad7f2f0f3bb2916d265e1fb6d34b_1740154122.jpg,https://www.siriusxm.com/player/channel-linear/entity/6567f2ee-4d7a-cd6d-3402-55ed6089cd0c,1
5ad8659a-414a-9e26-b973-f5a229d788dd,channel-linear,Classic Vinyl,26,Music,Rock,c7c68b4e-f482-4ec8-abaa-874acca0ad8d,60s,Early vinyl classic rock,aem/e8/e8d8a8c47fcc1763b8af5620a0b53fe4_1699375250.jpeg,https://www.siriusxm.com/player/channel-linear/entity/5ad8659a-414a-9e26-b973-f5a229d788dd,1
0aee72ed-5dd8-2848-3567-d8809e123cd1,channel-linear,Willie's Roadhouse,61,Music,Country,c7c68b4e-f482-4ec8-abaa-874acca0ad8d,60s,Willie Nelson's classic country,aem/93/93e87c2dabd2b3269c7b4184df2407f3_1727286772.jpeg,https://www.siriusxm.com/player/channel-linear/entity/0aee72ed-5dd8-2848-3567-d8809e123cd1,0.5980648302590711
2d926e91-aa32-4e53-85e5-d444870eff11,channel-linear,Classic Rock Party,715,Music,Rock,d14b1f14-5b1c-44fe-b7bd-65e9614d7fb8,Party,Nonstop classic party starters,aem/fd/fdfa0d436c748070a890576d79bd2778_1699375699.jpeg,https://www.siriusxm.com/player/channel-linear/entity/2d926e91-aa32-4e53-85e5-d444870eff11,1
ba107a8d-fb2d-571e-1894-f6ea03ed318a,channel-linear,Holly,600,null,null,d14b1f14-5b1c-44fe-b7bd-65e9614d7fb8,Party,Modern holiday hits,if/fe/fede4b16755a39cb95af1b18209c0a03_1762442729.png,https://www.siriusxm.com/player/channel-linear/entity/ba107a8d-fb2d-571e-1894-f6ea03ed318a,1
33794a0f-2a24-08bb-492e-12e441fab2f0,channel-linear,Holiday Traditions,602,Music,Pop,d14b1f14-5b1c-44fe-b7bd-65e9614d7fb8,Party,Traditional holiday favorites,if/75/750207f494d13238840e58fba2b3c22e_1761845563.png,https://www.siriusxm.com/player/channel-linear/entity/33794a0f-2a24-08bb-492e-12e441fab2f0,1
64bcf553-6ef6-f38e-d31c-c46a0a37a7ba,channel-xtra,Hair Nation Party,1054,Music,Party,d14b1f14-5b1c-44fe-b7bd-65e9614d7fb8,Party,80s hair-band party jams,aem/f0/f04d330e3d23ee9d5be998d172e2e805_1699375478.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/64bcf553-6ef6-f38e-d31c-c46a0a37a7ba,0.542612023223814
3d422eeb-9d32-9bef-a139-31209737d67a,channel-xtra,80s on 8 Party,1015,Music,Party,d14b1f14-5b1c-44fe-b7bd-65e9614d7fb8,Party,Your 80s party soundtrack,aem/c0/c0ebc6c099d3562271e1daaa07341e1e_1702594544.jpeg,https://www.siriusxm.com/player/channel-xtra/entity/3d422eeb-9d32-9bef-a139-31209737d67a,0.5178480792515314
c2e3e686-93a6-5d22-c818-6d8ea63bcc7c,channel-linear,The Message,65,Music,Christian,e2c2153a-3bcc-4ebf-999c-7346014c0b8a,Christian,Contemporary Christian music,aem/ac/ac11e1c7350f5c86f3fde15b3bed8726_1699375635.jpeg,https://www.siriusxm.com/player/channel-linear/entity/c2e3e686-93a6-5d22-c818-6d8ea63bcc7c,1
e4fe4bca-1af8-bf9e-c20b-813f204aa18e,channel-linear,Kirk Franklin's Praise,64,Music,Christian,e2c2153a-3bcc-4ebf-999c-7346014c0b8a,Christian,"Gospel & more, curated by Kirk",aem/87/874ce351bce77783226b25b88ab24123_1699375180.jpeg,https://www.siriusxm.com/player/channel-linear/entity/e4fe4bca-1af8-bf9e-c20b-813f204aa18e,0.47257713874338014
a078936b-043a-868c-3def-233ac0e49853,channel-linear,Family Talk,131,Talk,Religion,efc6c8ef-3722-46d4-9f02-bdd243b26dc8,Religious Music & Talk,Christian talk radio,aem/25/25d369e00a3e0deb8c7f36b94bd52287_1699375444.jpeg,https://www.siriusxm.com/player/channel-linear/entity/a078936b-043a-868c-3def-233ac0e49853,1
88c59be1-adab-d9c1-ee63-05fdef54f094,channel-linear,The Catholic Channel,129,Talk,Religion,efc6c8ef-3722-46d4-9f02-bdd243b26dc8,Religious Music & Talk,Talk for saints & sinners,if/25/25174468744637ccb0562c7b9ec7d83e_1747662747.jpg,https://www.siriusxm.com/player/channel-linear/entity/88c59be1-adab-d9c1-ee63-05fdef54f094,0.8365118084436954
2692983c-1779-bca2-800c-76b8dd988ae8,channel-linear,EWTN Radio,130,Talk,Religion,efc6c8ef-3722-46d4-9f02-bdd243b26dc8,Religious Music & Talk,Solid Catholic talk,aem/66/660de7826a09db4c783abe06431511bb_1699376053.jpeg,https://www.siriusxm.com/player/channel-linear/entity/2692983c-1779-bca2-800c-76b8dd988ae8,0.681117885414476
9f8d08b0-f6cb-b41f-e8ac-24990bd5352c,channel-linear,The Billy Graham Channel,460,Talk,Religion,efc6c8ef-3722-46d4-9f02-bdd243b26dc8,Religious Music & Talk,Messages from Billy Graham,aem/76/76b5c80fbcbd34bdbf35a4c54af656e4_1717181863.jpeg,https://www.siriusxm.com/player/channel-linear/entity/9f8d08b0-f6cb-b41f-e8ac-24990bd5352c,0.5974174985129425
95cf8bf1-fc4e-76b9-ac2a-617dca0325e7,channel-linear,Disney Hits,133,Music,Family,f0908966-ea6e-44ca-8928-a1d390a7f443,Stage & Screen,The happiest channel on Earth,if/0c/0c4f95b9ecd831a9901257cded45a12d_1759982445.png,https://www.siriusxm.com/player/channel-linear/entity/95cf8bf1-fc4e-76b9-ac2a-617dca0325e7,1
e4b5402c-c608-db84-ad15-4bc8e2cdccce,channel-linear,Watercolors,66,Music,Jazz/Standards/Classical,f15279ab-4f1c-4bea-83e9-3e27a09eaa42,Jazz,Smooth & contemporary jazz,aem/6c/6cdf1bbea9f0345154d5f8d5cdad78c2_1699375786.jpeg,https://www.siriusxm.com/player/channel-linear/entity/e4b5402c-c608-db84-ad15-4bc8e2cdccce,1
38dccb7c-6e3c-1473-d0db-0b3b8b999707,channel-linear,Siriusly Sinatra,70,Music,Jazz/Standards/Classical,f15279ab-4f1c-4bea-83e9-3e27a09eaa42,Jazz,Standards by Sinatra & more,aem/21/217de62000134604b8447ca5070e3070_1699375938.jpeg,https://www.siriusxm.com/player/channel-linear/entity/38dccb7c-6e3c-1473-d0db-0b3b8b999707,0.2776655343591724
123f7d39-c99f-2f01-7900-0d4b8b010cb7,channel-linear,Howard 100,100,Talk,Howard Stern,fa3bd237-8755-487c-8ef2-fd23130a8bcf,Pop Culture,Howard Stern Show (explicit),aem/cf/cf90eaddc4ed074f999f2ba88d2db217_1701361297.jpeg,https://www.siriusxm.com/player/channel-linear/entity/123f7d39-c99f-2f01-7900-0d4b8b010cb7,1
56605cc5-88b8-557b-fc3c-dae7eb41bf56,channel-linear,Radio Andy,102,Talk,Entertainment,fa3bd237-8755-487c-8ef2-fd23130a8bcf,Pop Culture,Andy & pop culture (explicit),if/2a/2ad8dea5caba3024b7b22a6df54793f9_1769458394.png,https://www.siriusxm.com/player/channel-linear/entity/56605cc5-88b8-557b-fc3c-dae7eb41bf56,0.24996661670054765
b96d76d6-935a-3b90-c22d-e0bc7ba11543,channel-linear,SiriusXM K-Pop,705,Music,Pop,fc63da33-29ef-43e4-b4fe-896e31bc9096,K-Pop,K-pop hits (explicit),aem/f0/f02e4e91a7c1caa83fb313dbbf35a90b_1718027065.jpeg,https://www.siriusxm.com/player/channel-linear/entity/b96d76d6-935a-3b90-c22d-e0bc7ba11543,1
bffe40f0-1688-dbba-e420-ef894d49d17d,channel-linear,BTS Radio,501,Music,Pop,fc63da33-29ef-43e4-b4fe-896e31bc9096,K-Pop,Every BTS song since their debut,if/f6/f64ea084a14538b6afb440ac7be31969_1773992377.png,https://www.siriusxm.com/player/channel-linear/entity/bffe40f0-1688-dbba-e420-ef894d49d17d,1
